Category,First Word Letters,Number of Words,Phrase,Total Number of Letters
Event,2,5,An Evening Of Wine Tasting,22
Event,2,8,An Evening Spent In Front Of The Fireplace,35
Event,2,4,An Exciting Nba Series,19
Event,2,4,An Exciting Seven-Game Series,25
Event,2,3,An Exciting Vacation,18
Event,2,7,An Ocean Cruise Off The Hawaiian Islands,34
Event,2,3,An Office Romance,15
Event,7,3,Ancient Mummy Exhibition,22
Event,6,3,Andean Fox Sighting,17
Event,6,3,Animal- Adoption Fair,18
Event,14,2,Animal-Adoption Fair,18
Event,11,2,Anniversary Party,16
Event,6,3,Annual Antique Shows,18
Event,6,3,Annual Bake Off,13
Event,6,2,Annual Bake-Off,13
Event,6,2,Annual Celebrations,18
Event,6,2,Annual Convention,16
Event,6,3,Annual County Fair,16
Event,6,3,Annual Dog Show,13
Event,6,3,Annual Eye Exam,13
Event,6,3,Annual Flower Show,16
Event,6,2,Annual Gathering,15
Event,6,3,Annual Holiday Festival,21
Event,6,4,Annual Hollywood Christmas Parade,30
Event,6,3,Annual Job Fair,13
Event,6,2,Annual Meeting,13
Event,6,3,Annual Nordic Festival,20
Event,6,3,Annual Reunion Dinner,19
Event,6,2,Annual Review,12
Event,6,3,Annual Sailing Week,17
Event,6,2,Annual Sale,10
Event,6,3,Annual Sales Convention,21
Event,6,3,Annual Skating Show,17
Event,6,3,Annual Song Festival,18
Event,6,3,Annual Spring Fling,17
Event,6,5,Annual St. Patrick's Day Parade,25
Event,6,4,Annual St.Patrick's Day Parade,25
Event,6,2,Annual Tradition,15
Event,6,3,Annual White Sale,15
Event,6,3,Annual Winter Carnival,20
Event,10,2,Antarctica Cruise,16
Event,13,2,Anticlimactic Ending,19
Event,7,3,Antique Car Show,14
Event,7,2,Antique Sale,11
Event,7,2,Antique Shopping,15
Event,5,2,Anzac Day,8
Event,5,3,Anzac Day Celebration,19
Event,9,2,Apartment Hunting,16
Event,16,1,Apartment-Hunting,16
Event,7,3,Apparel Trade Show,16
Event,5,2,Apple Harvest,12
Event,5,2,Apple Picking,12
Event,12,2,Appleblossom Festival,20
Event,12,2,Appreciation Day,15
Event,12,2,Appreciation Night,17
Event,5,3,April Fools' Day,13
Event,4,2,Aqua Aerobics,12
Event,4,2,Aqua Tabata,10
Event,5,2,Arbor Day,8
Event,14,2,Archaeological Digs,18
Event,14,2,Archaeological Excavations,25
Event,11,2,Archaeology Experiment,21
Event,12,2,Architecture Tour,16
Event,6,2,Arctic Expedition,16
Event,5,3,Armed Forces Day,14
Event,5,3,Armed Forces Week,15
Event,6,3,Arnold Palmer Invitational,24
Event,3,2,Art Classes,10
Event,3,2,Art Exhibition,13
Event,3,2,Art Seminar,10
Event,3,2,Art Show,7
Event,7,3,Artists' Open House,16
Event,4,3,Arts & Crafts Fair,14
Event,4,2,Arts Festival,12
Event,4,5,Arya Kills The Night King,21
Event,5,5,Aryan Kills The Knight King,23
Event,3,2,Ash Wednesday,12
Event,13,3,Asian-American Film Festival,25
Event,14,2,Atlantic-Salmon Fishing,21
Event,10,2,Atomic-Bomb Testing,17
Event,9,4,Attending A Broadway Show,22
Event,9,4,Attending A Grand Event,20
Event,9,4,Attending A Popular Event,22
Event,9,4,Attending A Puppet Show,20
Event,9,4,Attending An Outdoor Event,23
Event,9,4,Attending My Family Reunion,24
Event,3,2,Atv Adventures,13
Event,7,1,Auction,7
Event,11,4,Auditioning For American Idol,26
Event,6,4,Austin Historic Walking Tours,26
Event,6,4,Austin Under The Stars,19
Event,9,2,Australia Day,12
Event,9,2,Authentic Autograph,18
Event,4,2,Auto Racing,10
Event,6,2,Autumn Harvest,13
Event,8,2,Autumnal Equinox,15
Event,5,2,Award Ceremony,13
Event,5,3,Award Ceremony Dinner,19
Event,6,2,Awards Banquet,13
Event,6,2,Awards Luncheon,14
Event,12,2,Award-Winning Performance,23
Event,7,3,Awesome Birthday Party,20
Event,4,2,Baby Shower,10
Event,5,4,Baby's First Birthday Party,23
Event,8,2,Bachelor Party,13
Event,12,2,Bachelorette Party,17
Event,11,2,Backcountry Camping,18
Event,11,2,Backpacking Adventure,20
Event,9,2,Backstage Tour,13
Event,12,2,Back-To-School Sales,17
Event,12,2,Back-To-School Shopping,20
Event,8,2,Backyard Barbecue,16
Event,8,4,Backyard Barbecue & Sunday Football,30
Event,8,4,Backyard Barbeque & Sunday Football,30
Event,8,2,Backyard Entertaining,20
Event,8,3,Backyard Garden Party,19
Event,8,2,Backyard Parties,15
Event,4,2,Bake Sale,8
Event,6,2,Baking Contest,13
Event,9,2,Bald-Eagle Sightings,18
Event,6,2,Ballet Class,11
Event,8,3,Ballroom Dancing Competition,26
Event,5,2,Balmy Morning,12
Event,4,2,Band Practice,12
Event,4,2,Bank Vault,9
Event,6,2,Banner Year,10
Event,7,1,Banquet,7
Event,3,2,Bar Mitzvah,10
Event,6,5,Barack Obama Is Elected President,29
Event,8,2,Barbecue Bash,12
Event,8,2,Barbecue Bonanza,15
Event,8,4,Barbecue On The Beach,18
Event,8,2,Barbeque Bonanza,15
Event,4,2,Barn Dance,9
Event,4,2,Barn Raising,11
Event,6,2,Barrel Racing,12
Event,8,2,Baseball Game,12
Event,8,2,Baseball Games,13
Event,8,2,Baseball Season,14
Event,8,3,Baseball Training Camp,20
Event,9,3,Baseball's Opening Day,19
Event,8,2,Bastille Day,11
Event,8,2,Bathroom Restauration,20
Event,8,2,Bathroom Restoration,19
Event,6,5,Battle Of The Little Bighorn,24
Event,5,4,Beach Adventure In Tasmania,24
Event,5,2,Beach Bonfire,12
Event,5,2,Beach Camping,12
Event,5,2,Beach Getaways,13
Event,5,2,Beach Party,10
Event,5,2,Beach Soccer,11
Event,7,3,Beating The Buzzer,16
Event,9,3,Beautiful Colorful Sunrise,24
Event,9,4,Beautiful Sunny Summer Afternoon,29
Event,9,2,Beautiful Sunset,15
Event,6,2,Beauty Makeover,14
Event,6,2,Beauty Pageant,13
Event,6,2,Beauty Shop,10
Event,5,5,Being Knighted By The Queen,23
Event,5,5,Being Voted Off The Island,22
Event,6,2,Belted Jackets,13
Event,5,2,Bench Trial,10
Event,4,3,Best Romantic Getaway,19
Event,7,4,Beverly Hills Chocolate Tour,25
Event,7,4,Beyonce Performs At Coachella,26
Event,7,4,Beyonc? Performs At Coachella,26
Event,8,2,Biannual Tradition,17
Event,12,2,Bicentennial Celebration,23
Event,7,2,Bicycle Race,11
Event,7,2,Bicycle Tour,11
Event,7,2,Bicycle Tours,12
Event,3,2,Big Bash,7
Event,3,2,Big Blizzard,11
Event,3,2,Big Bonfire,10
Event,3,2,Big Celebration,14
Event,3,2,Big Moment,9
Event,3,3,Big Night Out,11
Event,3,3,Big Outdoor Trip,14
Event,3,3,Big- Prize Giveaway,16
Event,3,4,Big Production Dance Show,22
Event,3,6,Big Promotion With A Pay Raise,25
Event,3,2,Big Sale,7
Event,3,2,Big Snowstorm,12
Event,3,2,Big Wedding,10
Event,7,2,Big-Five Safari,13
Event,13,3,Big-Production Dance Show,22
Event,7,2,Big-Wave Surfing,14
Event,7,3,Big-Wave Surfing Contest,21
Event,4,2,Bike Ride,8
Event,4,5,Bike Ride In The Woods,18
Event,4,5,Bike Riding In The Park,19
Event,4,2,Bike Tour,8
Event,6,4,Biking Across The Country,22
Event,6,4,Biking Tour Around Shanghai,24
Event,6,2,Biking Trip,10
Event,5,6,Birds Of A Feather Flock Together,28
Event,5,5,Birth Of My First Child,19
Event,8,2,Birthday Celebration,19
Event,8,4,Birthday Of All Dogs,17
Event,8,2,Birthday Party,13
Event,8,3,Bitterly Cold Weather,19
Event,5,3,Black Bear Sighting,17
Event,5,5,Black Cat Crossing Your Path,24
Event,5,2,Black Friday,11
Event,5,2,Black Monday,11
Event,5,3,Black Tie Party,13
Event,11,3,Black-Capped Chickadee Sighting,28
Event,8,2,Black-Tie Affair,14
Event,8,2,Black-Tie Party,13
Event,5,2,Blind Date,9
Event,8,2,Blinding Snowstorm,17
Event,8,1,Blizzard,8
Event,5,2,Block Party,10
Event,5,2,Blood Drive,10
Event,7,3,Blowing A Fuse,12
Event,7,3,Blowing A Kiss,12
Event,7,1,Blowout,7
Event,7,2,Blowout Sale,11
Event,4,3,Blue Light Special,16
Event,4,2,Blue Moon,8
Event,9,2,Bluegrass Concert,16
Event,9,3,Bluegrass Music Festival,22
Event,14,2,Bluegrass-Music Festival,22
Event,5,2,Blues Festival,13
Event,8,2,Blustery Day,11
Event,5,2,Board Meeting,12
Event,9,2,Boardroom Meeting,16
Event,4,2,Boat Tour,8
Event,7,2,Boating Excursion,16
Event,7,2,Boating Safari,13
Event,3,3,Bon Voyage Party,14
Event,7,1,Bonfire,7
Event,4,2,Book Fair,8
Event,4,2,Book Tour,8
Event,6,2,Boring Afternoon,15
Event,6,2,Boring Lecture,13
Event,8,2,Borrowed Days,12
Event,6,4,Boston Early Music Festival,24
Event,7,4,Bowling A Perfect Game,19
Event,6,2,Boxing Day,9
Event,6,2,Boxing Match,11
Event,4,3,Boys' Night Out,12
Event,13,2,Brainstorming Session,20
Event,5,5,Bravo! Vail Valley Music Festival,28
Event,7,2,Brazil's Carnival,15
Event,9,2,Breakfast & Brunch,15
Event,9,3,Breakfast In Bed,14
Event,9,3,Breakfast Lunch & Dinner,20
Event,9,2,Breakfast Reception,18
Event,8,2,Breaking News,12
Event,6,2,Breezy Afternoon,15
Event,6,2,Breezy Day,9
Event,7,2,Brewing Romance,14
Event,6,3,Bridal Party Retreat,18
Event,6,2,Bridal Show,10
Event,6,2,Bridal Shower,12
Event,6,2,Bridal Showers,13
Event,5,2,Brief Chat,9
Event,5,2,Brief Encounter,14
Event,5,4,Brief Interlude Of Music,21
Event,5,2,Brief Intermission,17
Event,5,2,Brief Stopover,13
Event,5,2,Brief Visit,10
Event,5,2,Brisk Walk,9
Event,8,2,Broadway Revival,15
Event,6,2,Bronco Riding,12
Event,6,2,Brutal Winter,12
Event,8,3,Budapest Fashion Week,19
Event,6,2,Budget Meeting,13
Event,8,5,Building Of The Berlin Wall,23
Event,4,2,Bull Riding,10
Event,7,2,Bumboat Ride,11
Event,5,2,Bumpy Landing,12
Event,5,2,Bumpy Ride,9
Event,7,3,Burning Man Festival,18
Event,7,5,Burning Of The Christmas Trees,26
Event,3,2,Bus Tour,7
Event,7,6,Busiest Shopping Day Of The Year,27
Event,8,2,Business Convention,18
Event,8,2,Business Expo,12
Event,8,2,Business Luncheon,16
Event,8,2,Business Meeting,15
Event,8,2,Business Proposal,16
Event,8,2,Business Trip,12
Event,8,3,Bustling Cattle Auction,21
Event,4,2,Busy Afternoon,13
Event,4,2,Busy Day,7
Event,6,2,Butter Week,10
Event,9,2,Butterfly Migrations,19
Event,6,2,Button Day,9
Event,6,3,Buying A Home,11
Event,6,4,Buying A New Car,13
Event,6,2,Buying Books,11
Event,6,4,Buying My First Car,16
Event,7,2,Calving Season,13
Event,8,2,Campaign Kickoff,15
Event,8,2,Campfire Sing-Along,17
Event,7,2,Camping Adventure,16
Event,7,5,Camping Out Under The Stars,23
Event,7,2,Camping Trip,11
Event,6,2,Campus Tour,10
Event,9,2,Candidate Debate,15
Event,6,2,Candle Parade,12
Event,11,2,Candlelight Dinner,17
Event,11,4,Candlelight Dinner For Two,23
Event,11,5,Candlelight Dinner On The Shore,27
Event,9,4,Candlelit Dinner For Two,21
Event,9,2,Candlelit Tour,13
Event,6,3,Cannes Film Festival,18
Event,8,2,Canoeing Trip,12
Event,11,3,Captivating Sword Fight,21
Event,3,2,Car Wash,7
Event,11,2,Cardio-Dance Class,16
Event,6,2,Career Day,9
Event,6,2,Career Fair,10
Event,6,2,Career Fairs,11
Event,9,2,Caribbean Cruise,15
Event,9,2,Caribbean Getaway,16
Event,9,2,Caribbean Vacation,17
Event,15,2,Caribbean-Island Vacation,23
Event,8,2,Carnival Season,14
Event,4,2,Cast Reunion,11
Event,6,2,Casual Friday,12
Event,6,2,Casual Fridays,13
Event,6,2,Casual Get-Together,17
Event,6,3,Casual Outdoor Dining,19
Event,9,2,Catamaran Adventure,18
Event,9,2,Catamaran Trip,13
Event,8,7,Catching A Foul Ball In The Stands,28
Event,8,3,Catching The Bouquet,18
Event,8,3,Category One Hurricane,20
Event,7,2,Catered Dinner,13
Event,7,2,Catered Lunch,12
Event,7,3,Catered Office Party,18
Event,7,2,Catered Party,12
Event,6,2,Cattle Drives,12
Event,6,2,Cattle Roundup,13
Event,11,3,Celebrating Our Independence,26
Event,11,4,Celebrating The New Year,21
Event,11,1,Celebration,11
Event,11,2,Celebration Dinner,17
Event,11,2,Celebration Weekend,18
Event,9,2,Celebrity Appearance,19
Event,9,2,Celebrity Appearances,20
Event,9,3,Celebrity Book Signing,20
Event,9,2,Celebrity Cruises,16
Event,9,3,Celebrity Poker Match,19
Event,9,2,Celebrity Sighting,17
Event,10,3,Ceremonial First Pitch,20
Event,7,3,Chamber- Music Festival,20
Event,9,3,Champagne Kick-Off Reception,25
Event,9,2,Champagne Toast,14
Event,12,2,Championship Bout,16
Event,12,2,Championship Game,16
Event,12,2,Championship Match,17
Event,12,2,Championship Playoff,19
Event,6,2,Chance Meeting,13
Event,6,3,Change Of Seasons,15
Event,7,2,Channel Surfing,14
Event,7,2,Chariot Race,11
Event,7,2,Charity Auction,14
Event,7,3,Charity Car Wash,14
Event,7,2,Charity Carnival,15
Event,7,2,Charity Raffle,13
Event,8,5,Cheering For The Home Team,22
Event,12,2,Cheerleading Tryouts,19
Event,9,2,Chemistry Class,14
Event,9,2,Cherished Holidays,17
Event,6,3,Cherry Blossom Season,19
Event,6,5,Cherry Blossom Season In Japan,26
Event,13,2,Cherry-Blossom Season,19
Event,5,2,Chewy Brownies,13
Event,6,3,Child's First Haircut,18
Event,5,3,Chili Cook Off,12
Event,5,2,Chili Cook-Off,12
Event,9,2,Chili-Cook Off,12
Event,6,2,Chilly Day,9
Event,6,2,Chilly Evening,13
Event,6,2,Chilly Morning,13
Event,6,2,Chilly Night,11
Event,6,3,Chilly Overcast Day,17
Event,6,2,Chilly Wintertime,16
Event,7,4,Chinese Dragon Boat Festival,25
Event,7,3,Chinese Lantern Festival,22
Event,7,3,Chinese New Year,14
Event,7,4,Chinese New Year's Day,18
Event,5,2,Choir Recital,12
Event,6,2,Choral Practice,14
Event,9,2,Christmas Day,12
Event,9,2,Christmas Eve,12
Event,9,3,Christmas Eve Night,17
Event,9,3,Christmas Eve Traditions,22
Event,9,2,Christmas Festival,17
Event,9,2,Christmas Pageant,16
Event,14,2,Christmas-Craft Show,18
Event,5,3,Chuck Wagon Cook-Off,17
Event,6,3,Church Bake Sale,14
Event,6,2,Church Service,13
Event,5,2,Cigar Festival,13
Event,5,3,Cinco De Mayo,11
Event,10,5,Cinderella Goes To The Ball,23
Event,7,3,Circuit Training Workout,22
Event,15,2,Circuit-Training Workout,22
Event,6,2,Circus Parade,12
Event,12,2,Circus-Themed Party,17
Event,4,3,City Council Meeting,18
Event,4,3,City Council Meetings,19
Event,11,2,City-Council Meetings,19
Event,8,2,Citywide Celebration,19
Event,5,6,Civil Rights Law Signed Into Effect,30
Event,5,2,Civil War,8
Event,11,5,Civil-Rights Law Signed Into Effect,30
Event,8,1,Clambake,8
Event,11,2,Clandestine Meeting,18
Event,5,2,Class Reunion,12
Event,7,3,Classic Car Show,14
Event,7,3,Classic- Car Show,14
Event,9,2,Classical Concerts,17
Event,9,3,Classical Music Festival,22
Event,14,2,Classical-Music Festival,22
Event,10,2,Classic-Car Show,14
Event,9,2,Clearance Sale,13
Event,8,3,Climbing Mount Olympus,20
Event,8,4,Climbing Out A Window,18
Event,8,2,Clinical Study,13
Event,8,2,Clinical Trials,14
Event,5,2,Close Encounter,14
Event,5,2,Close Race,9
Event,10,2,Closed-Door Meeting,17
Event,7,3,Closing A Window,14
Event,7,2,Closing Time,11
Event,10,1,Cloudburst,10
Event,6,2,Cloudy Afternoon,15
Event,6,2,Cloudy Day,9
Event,3,3,Cma Music Festival,16
Event,12,3,Coast-To-Coast Road Trip,20
Event,8,2,Cocktail Hour,12
Event,8,5,Cocktail Party In The Garden,24
Event,8,2,Cocktail Reception,17
Event,6,2,Coffee Break,11
Event,6,2,Coffee Talk,10
Event,6,2,Coffee Tours,11
Event,4,3,Cold Clear Nights,15
Event,4,2,Cold Day,7
Event,4,2,Cold Draft,9
Event,4,2,Cold Winter,10
Event,4,3,Cold Winter Day,13
Event,7,3,College Alumni Dinner,19
Event,7,3,College Football Game,19
Event,7,3,College Football Playoffs,23
Event,7,3,College Job Fair,14
Event,8,3,Colonial History Tour,19
Event,15,2,Colonial-History Tour,19
Event,8,3,Colorful Florist Shows,20
Event,8,2,Colorful Sunrise,15
Event,8,2,Columbus Day,11
Event,9,3,Come-As-You Are Party,17
Event,12,2,Come-As-You-Are Party,17
Event,5,3,Comic Book Convention,19
Event,7,2,Comical Situations,17
Event,8,2,Comic-Con International,21
Event,7,2,Command Performance,18
Event,9,3,Community Bake Sale,17
Event,9,3,Community Barn Dance,18
Event,9,3,Community Beach Bonfire,21
Event,9,3,Community Block Party,19
Event,9,2,Community Dance,14
Event,9,3,Community Fund Drive,18
Event,9,2,Community Meeting,16
Event,9,3,Community Potluck Dinner,22
Event,9,2,Community Suppers,16
Event,9,2,Community Tours,14
Event,10,5,Completion Of The Nationwide Railway,32
Event,8,3,Computer Mouse Invented,21
Event,7,4,Concert In The Park,16
Event,7,2,Concert Tour,11
Event,8,4,Concerts In The Park,17
Event,10,2,Concession Speech,16
Event,10,2,Conference Call,14
Event,12,2,Confidential Meeting,19
Event,13,2,Congressional Elections,22
Event,13,2,Congressional Hearing,20
Event,6,3,Cookie Decorating Party,21
Event,6,3,Cookie Exchange Party,19
Event,6,3,Cookie- Exchange Party,19
Event,16,2,Cookie-Decorating Party,21
Event,14,2,Cookie-Exchange Party,19
Event,7,2,Cooking Class,12
Event,7,2,Cooking Contest,14
Event,4,3,Cool Autumn Morning,17
Event,4,3,Cool Crisp Evenings,17
Event,4,4,Cool Crisp Fall Evening,20
Event,4,2,Cool Morning,11
Event,4,3,Cool Spring Evening,17
Event,4,3,Cool Spring Morning,17
Event,6,2,Coring Tomatoes,14
Event,9,3,Corporate Spring Dinners,22
Event,7,3,Costume Parties & Trick-Or-Treating,29
Event,7,2,Costume Party,12
Event,8,2,Counting Pennies,15
Event,7,3,Country Cycling Ride,18
Event,7,4,Country Fried Steak & Eggs,21
Event,7,3,Country Music Festival,20
Event,7,3,Country Music Marathon,20
Event,12,2,Country-Music Festival,20
Event,6,3,County Tractor Pull,17
Event,11,2,County-Music Festival,19
Event,9,2,Courtroom Drama,14
Event,6,2,Covert Operation,15
Event,6,3,Cowboy Poetry Reading,19
Event,4,3,Cozy Bed & Breakfast,16
Event,4,2,Cozy Evening,11
Event,4,3,Cozy Weekend Getaways,19
Event,5,3,Crack Of Dawn,11
Event,8,3,Cracking My Knuckles,18
Event,5,2,Craft Fair,9
Event,5,2,Crash Test,9
Event,8,4,Creation Of Medicare & Medicaid,26
Event,8,2,Creative Meeting,15
Event,7,4,Crested Butte Music Festival,25
Event,5,3,Cross- Country Drive,17
Event,5,6,Cross Country Trip On A Motorcycle,29
Event,12,3,Cross-Country Bike Race,20
Event,12,3,Cross-Country Bike Ride,20
Event,12,2,Cross-Country Drive,17
Event,12,2,Cross-Country Journey,19
Event,12,3,Cross-Country Road Trip,20
Event,12,5,Cross-Country Trip On A Motorcycle,29
Event,7,2,Crowded Party,12
Event,6,5,Cruise Along The Mexican Riviera,28
Event,6,2,Cruise Vacation,14
Event,8,2,Culinary Feast,13
Event,8,2,Culinary Tour,12
Event,11,4,Cultivation Of Barley & Wheat,24
Event,8,2,Cultural Adventures,18
Event,8,2,Cultural Celebrations,20
Event,8,2,Cultural Festivals,17
Event,8,2,Customer Favorite,16
Event,10,2,Customized Wedding,17
Event,7,5,Cutting Into A Tough Steak,22
Event,7,3,Cutting My Hair,13
Event,7,4,Cutting The Wedding Cake,21
Event,5,2,Cyber Monday,11
Event,13,2,Daddy-Daughter Dance,18
Event,18,1,Daddy-Daughter-Dance,18
Event,9,3,Daenerous Meets Sansa,19
Event,8,3,Daenerys Meet Sansa,17
Event,8,3,Daenerys Meets Sansa,18
Event,8,4,Daenerys Sails For Westeros,24
Event,5,3,Daily Afternoon Tea,17
Event,5,2,Daily Breakfast,14
Event,5,2,Daily Briefing,13
Event,5,2,Daily Broadcast,14
Event,5,4,Daily Guided Walking Tours,23
Event,5,2,Dance Competition,16
Event,5,2,Dance Marathon,13
Event,5,2,Dance Party,10
Event,8,1,Dance-Off,8
Event,7,4,Dancing To The Beat,16
Event,7,3,Daneary Meets Sansa,17
Event,9,3,Dangerous Chariot Race,20
Event,9,2,Dangerous Stunt,14
Event,6,2,Daring Rescue,12
Event,6,2,Daring Rescues,13
Event,4,3,Dark Cool Nights,14
Event,4,2,Date Night,9
Event,4,2,Date Nights,10
Event,5,2,Davis Cup,8
Event,5,3,Davis Cup Match,13
Event,3,4,Day Of St. Nicholas,15
Event,3,2,Day Trek,7
Event,3,2,Day Trip,7
Event,8,1,Daybreak,8
Event,8,4,Daylight Savings Time Ends,23
Event,14,2,Daylight-Saving Time,18
Event,14,3,Daylight-Saving Time Begins,24
Event,15,3,Daylight-Savings Time Ends,23
Event,7,2,Daytime Jog,10
Event,8,3,Dazzling Fireworks Display,24
Event,9,2,Debutante Ball,13
Event,9,1,Decathlon,9
Event,11,4,Declaration Of Texas Republic,26
Event,4,4,Deep Sea Diving Trip,17
Event,7,2,Deep-Sea Angling,14
Event,7,2,Deep-Sea Diving,13
Event,7,3,Deep-Sea Diving Trip,17
Event,7,3,Deep-Sea Fishing Expedition,24
Event,11,2,Deer-Hunting Season,17
Event,9,3,Delicious Gourmet Dinner,22
Event,10,3,Delightful Dinner Party,21
Event,10,3,Delightful Outdoor Adventure,26
Event,10,2,Demolition Derby,15
Event,6,2,Dental Appointment,17
Event,8,2,Deployed Overseas,16
Event,6,2,Design Exhibition,16
Event,11,2,Destination Wedding,18
Event,9,2,Deveining Shrimp,15
Event,10,2,Diagnostic Test,14
Event,6,1,Dinner,6
Event,6,2,Dinner & Drinks,12
Event,6,4,Dinner And A Movie,15
Event,6,6,Dinner At A Charming New Restaurant,30
Event,6,2,Dinner Cruise,12
Event,6,3,Dinner For Two,12
Event,6,2,Dinner Meeting,13
Event,6,2,Dinner Party,11
Event,6,4,Dinner With A Friend,17
Event,10,1,Dinnertime,10
Event,10,2,Dinnertime Television,20
Event,5,2,Disco Era,8
Event,2,8,Do You Solemnly Swear To Tell The Truth?,32
Event,6,3,Doggie Day Camp,13
Event,7,2,Dogsled Excursion,16
Event,7,2,Dogsled Tours,12
Event,5,3,Doing A Triathlon,15
Event,4,4,Do-It Yourself Room Makeover,24
Event,12,3,Do-It-Yourself Room Makeover,24
Event,4,8,Don't Go To Work Unless It's Fun Day,27
Event,7,5,Dormant Volcano Roars To Life,25
Event,6,3,Double & Triple Plays,17
Event,6,4,Double And Triple Plays,20
Event,6,2,Double Date,10
Event,6,2,Double Header,12
Event,6,2,Double Play,10
Event,6,4,Double Plays & Triple Plays,22
Event,6,4,Double Plays Triple Plays,22
Event,12,1,Double-Header,12
Event,6,2,Dozing Off,9
Event,8,6,Drafting Of The Bill Of Rights,25
Event,8,6,Drafting Of The United States Constitution,37
